id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
149287711,5039fb38-27c0-43a0-985c-34661e4bf1fc,2023-02-20 22:59:51,2023-02-20,2023-02-21 01:59:51 UTC,Brasilia,3861508,rodrigo_mayworm,Rodrigo Mayworm,2023-02-21 02:10:50 UTC,2024-04-28 02:01:31 UTC,research,,https://www.inaturalist.org/observations/149287711,https://static.inaturalist.org/photos/257222541/medium.jpeg,,,,3,0,FALSE,2,"Rio de Janeiro, BR",-224.138.119.106,-435.885.887.803,6048,,,,30278,,obscured,TRUE,gps,gps,,Miguel Pereira,Rio de Janeiro,Brazil,Rio de Janeiro,Miguel Pereira,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
149646598,49ecfa40-cdb7-4048-b1a9-ddfde6432b58,2023-02-25 09:22:00-03:00,2023-02-25,2023-02-25 12:22:00 UTC,Brasilia,3431720,alichtensteini,Pedro Paz,2023-02-25 16:49:14 UTC,2024-04-28 02:18:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/149646598,https://inaturalist-open-data.s3.amazonaws.com/photos/257896966/medium.jpg,,,3 indivíduos em floresta ripária secundarizada. Muito ariscos.,3,0,FALSE,3,"Rio de Janeiro, BR",-224.341.540.341,-429.164.594.754,3263,,,,30278,,obscured,TRUE,,,,Teresópolis,Rio de Janeiro,Brazil,Rio de Janeiro,Teresópolis,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
149685585,6ee5053b-8943-4c5e-bf5c-5b1ecbc479cc,2023-02-07 08:23:57,2023-02-07,2023-02-07 11:23:57 UTC,Brasilia,3717424,julia_oliveira,Júlia Oliveira,2023-02-26 01:19:53 UTC,2023-06-13 22:28:34 UTC,research,,https://www.inaturalist.org/observations/149685585,https://static.inaturalist.org/photos/257968957/medium.jpeg,,,,3,0,FALSE,2,"São Paulo, BR",-231.956.761.732,-455.235.269.461,200,,,,30217,,obscured,TRUE,gps,gps,,Taubaté,São Paulo,Brazil,São Paulo,Taubaté,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
151270448,afe78e4d-f15d-462f-8804-f5146af9d486,2023/02/28 09:57,2023-02-28,2023-02-28 12:57:00 UTC,Brasilia,6467999,ivozecchin,Ivo Carlos Zecchin,2023-03-16 03:19:18 UTC,2023-03-17 14:38:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/151270448,https://inaturalist-open-data.s3.amazonaws.com/photos/260977354/medium.jpeg,,,,3,0,FALSE,,"São Paulo, BR",-226.552.514.088,-446.533.402.588,1030,,,,30258,,obscured,TRUE,,,,São José do Barreiro,São Paulo,Brazil,São Paulo,São José do Barreiro,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
152575101,01297d7d-b403-4d42-9b36-7a8fe09a1bde,2023/03/18 22:10,2023-03-18,2023-03-19 01:10:00 UTC,Brasilia,4164244,ronaldo_g_lebowski,Ronaldo Garcia,2023-03-28 01:40:14 UTC,2023-04-07 22:05:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/152575101,https://inaturalist-open-data.s3.amazonaws.com/photos/263405867/medium.jpg,,,,3,0,FALSE,,"Minas Gerais, BR",-224.322.383.016,-457.324.091.509,2005,,,,30278,,obscured,TRUE,,,,Conceição dos Ouros,Minas Gerais,Brazil,Minas Gerais,Conceição dos Ouros,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
153129940,1b2406bd-c9d5-4bb1-8851-20fa0d18c3b1,2020/05/15 07:47,2020-05-15,2020-05-15 10:47:00 UTC,Brasilia,4692396,lucasbnat,Lucas Barbosa,2023-04-02 02:46:47 UTC,2023-08-06 13:52:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/153129940,https://inaturalist-open-data.s3.amazonaws.com/photos/264438642/medium.jpg,,,,4,0,FALSE,,"São Paulo, BR",-233.607.830.557,-471.882.332.678,20091,,,,30196,,obscured,TRUE,,,,Cabreúva,São Paulo,Brazil,São Paulo,Cabreúva,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
153193008,ce32cf82-6959-4150-bdc5-dfbe1bea36dd,2023/04/01,2023-04-01,,Brasilia,4140797,luciano_bernardes,Luciano Bernardes,2023-04-02 16:11:08 UTC,2024-08-04 21:54:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/153193008,https://inaturalist-open-data.s3.amazonaws.com/photos/264558262/medium.jpg,,,,2,0,FALSE,,"São Paulo, BR",-232.335.141.545,-462.549.500.741,31,,,,30196,,obscured,TRUE,,,,Aruja,São Paulo,Brazil,São Paulo,Aruja,kosman ušatý,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
153759032,1da0d1f3-d47c-4bf2-8952-2c57d354121c,2023/04/01 00:05,2023-04-01,2023-04-01 03:05:00 UTC,Brasilia,4164244,ronaldo_g_lebowski,Ronaldo Garcia,2023-04-07 01:32:43 UTC,2023-04-11 18:18:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/153759032,https://inaturalist-open-data.s3.amazonaws.com/photos/265605602/medium.jpg,,,,4,0,FALSE,,"São Paulo, BR",-232.452.270.265,-462.496.282.319,8593,,,,30196,,obscured,TRUE,,,,Aruja,São Paulo,Brazil,São Paulo,Aruja,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
155394982,f466c3b6-1999-4695-8e78-bc10958d2b2e,2023/04/07 07:06,2023-04-07,2023-04-07 10:06:00 UTC,Brasilia,5859391,thiagolyra,,2023-04-17 23:03:18 UTC,2025-04-21 18:26:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/155394982,https://inaturalist-open-data.s3.amazonaws.com/photos/268608515/medium.jpg,,,,4,0,FALSE,,Brazil,-208.425.001.575,-421.186.450.965,1370,,,,30434,,obscured,TRUE,,,,Porciúncula,Rio de Janeiro,Brazil,Rio de Janeiro,Porciúncula,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
157894101,d119799c-3147-415f-b290-be8244f89402,2023/04/29 12:26,2023-04-29,2023-04-29 15:26:00 UTC,Brasilia,6435943,felipemfantacini,Felipe Moreli Fantacini,2023-04-30 01:46:31 UTC,2023-04-30 07:44:53 UTC,research,,https://www.inaturalist.org/observations/157894101,https://static.inaturalist.org/photos/272936598/medium.jpeg,,,,1,0,FALSE,,"São Paulo, BR",-233.386.364.739,-467.606.995.277,15,,,,30196,,obscured,TRUE,,,,Mairiporã,São Paulo,Brazil,São Paulo,Mairiporã,Buffy-tufted-ear Marmoset,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
159984159,690ae280-dbd3-4520-adc7-abdee6e65fd3,2023-04-30 11:19:22,2023-04-30,2023-04-30 14:19:22 UTC,Brasilia,4973374,milena139,Milena Nogueira,2023-05-06 01:07:07 UTC,2023-12-08 15:31:53 UTC,research,,https://www.inaturalist.org/observations/159984159,https://static.inaturalist.org/photos/276435663/medium.jpeg,,,,4,0,FALSE,2,"São Paulo, BR",-23.181.270.928,-459.352.224.084,2979,,,,30217,,obscured,TRUE,gps,gps,,São José dos Campos,São Paulo,Brazil,São Paulo,São José dos Campos,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
161162573,984441ef-1211-4590-ae9e-c7dc051ff0b7,2023/05/07 10:30,2023-05-07,2023-05-07 13:30:00 UTC,Brasilia,6435920,cacau_clicks,Claudia Peixoto,2023-05-12 00:43:56 UTC,2024-04-28 02:20:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/161162573,https://inaturalist-open-data.s3.amazonaws.com/photos/278549591/medium.jpg,,,,3,0,FALSE,,"Rio de Janeiro, BR",-222.352.610.247,-425.085.728.794,169,,,,30298,,obscured,TRUE,,,,Nova Friburgo,Rio de Janeiro,Brazil,Rio de Janeiro,Nova Friburgo,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
167036286,374c3646-ff1e-4a0c-9031-0feacad36a9c,2023/04/25 11:16,2023-04-25,2023-04-25 14:16:00 UTC,Brasilia,785045,josh_vandermeulen,Josh Vandermeulen,2023-06-12 16:30:14 UTC,2023-06-21 12:26:36 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/167036286,https://inaturalist-open-data.s3.amazonaws.com/photos/289306485/medium.jpg,,,,2,0,FALSE,,"São Paulo, BR",-230.391.550.993,-462.161.547.133,43,,,,30217,,obscured,TRUE,,,,Nazaré Paulista,São Paulo,Brazil,São Paulo,Nazaré Paulista,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
167036289,6f87819b-743f-45e8-8f39-1c61e10958f5,2023/04/25 11:17,2023-04-25,2023-04-25 14:17:00 UTC,Brasilia,785045,josh_vandermeulen,Josh Vandermeulen,2023-06-12 16:30:14 UTC,2023-06-12 17:10:43 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/167036289,https://inaturalist-open-data.s3.amazonaws.com/photos/289306512/medium.jpg,,,,2,0,FALSE,,"São Paulo, BR",-230.382.836.924,-463.962.279.638,43,,,,30217,,obscured,TRUE,,,,Nazaré Paulista,São Paulo,Brazil,São Paulo,Nazaré Paulista,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
167036290,826be849-ee4e-499d-ba66-a5e7a4cf55da,2023/04/25 11:35,2023-04-25,2023-04-25 14:35:00 UTC,Brasilia,785045,josh_vandermeulen,Josh Vandermeulen,2023-06-12 16:30:15 UTC,2023-06-12 17:10:31 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/167036290,https://inaturalist-open-data.s3.amazonaws.com/photos/289306540/medium.jpg,,,,2,0,FALSE,,"São Paulo, BR",-23.151.277.794,-462.524.019.629,43,,,,30217,,obscured,TRUE,,,,Nazaré Paulista,São Paulo,Brazil,São Paulo,Nazaré Paulista,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
167036291,f5544026-1246-4f13-9894-9423a8f06b26,2023/04/25 12:04,2023-04-25,2023-04-25 15:04:00 UTC,Brasilia,785045,josh_vandermeulen,Josh Vandermeulen,2023-06-12 16:30:15 UTC,2023-06-12 17:10:25 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/167036291,https://inaturalist-open-data.s3.amazonaws.com/photos/289306596/medium.jpg,,,,2,0,FALSE,,"São Paulo, BR",-23.124.505.619,-462.957.275.865,43,,,,30217,,obscured,TRUE,,,,Nazaré Paulista,São Paulo,Brazil,São Paulo,Nazaré Paulista,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
167036297,903be1d6-b025-4d3d-84d3-fc1bd7bd063a,2023/04/25 12:10,2023-04-25,2023-04-25 15:10:00 UTC,Brasilia,785045,josh_vandermeulen,Josh Vandermeulen,2023-06-12 16:30:16 UTC,2024-08-05 19:06:35 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/167036297,https://inaturalist-open-data.s3.amazonaws.com/photos/289306653/medium.jpg,https://static.inaturalist.org/sounds/879723.wav?1705708387,,,2,0,FALSE,,"São Paulo, BR",-230.316.063.335,-46.236.440.093,43,,,,30217,,obscured,TRUE,,,,Nazaré Paulista,São Paulo,Brazil,São Paulo,Nazaré Paulista,Buffy-tufted-ear Marmoset,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
167036298,223f6fc2-916a-48ba-9461-82958f0b6a1f,2023/04/25 12:06,2023-04-25,2023-04-25 15:06:00 UTC,Brasilia,785045,josh_vandermeulen,Josh Vandermeulen,2023-06-12 16:30:16 UTC,2023-10-08 15:19:39 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/167036298,https://inaturalist-open-data.s3.amazonaws.com/photos/289306609/medium.jpg,,,,4,0,FALSE,,"São Paulo, BR",-230.128.374.597,-463.974.704.606,43,,,,30217,,obscured,TRUE,,,,Nazaré Paulista,São Paulo,Brazil,São Paulo,Nazaré Paulista,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
171197297,c869a1b3-8992-4b77-971a-d52bcf48c097,2023-07-01 08:10:00-03:00,2023-07-01,2023-07-01 11:10:00 UTC,Brasilia,4480884,paulomascaretti,Paulo Mascaretti,2023-07-05 13:10:21 UTC,2024-05-07 02:13:10 UTC,research,,https://www.inaturalist.org/observations/171197297,https://static.inaturalist.org/photos/297044839/medium.jpg,,,"Smiling and calling
Localizado no Parque Alambari",5,0,FALSE,3,"São Paulo, BR",-230.049.212.085,-457.786.586.078,923,,,,30217,,obscured,TRUE,,,,São José dos Campos,São Paulo,Brazil,São Paulo,São José dos Campos,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
171388910,1fb2f415-37c2-4e87-887a-85d55cf8f13e,2023-07-01 08:53:00-03:00,2023-07-01,2023-07-01 11:53:00 UTC,Brasilia,4480884,paulomascaretti,Paulo Mascaretti,2023-07-06 14:54:27 UTC,2023-10-27 11:39:24 UTC,research,,https://www.inaturalist.org/observations/171388910,https://static.inaturalist.org/photos/297398485/medium.jpg,,,"Acasalamento
Mating
Parque do Alambari",3,0,FALSE,3,"São Paulo, BR",-233.217.908.034,-457.528.872.653,1264,,,,30196,,obscured,TRUE,,,,São José dos Campos,São Paulo,Brazil,São Paulo,São José dos Campos,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
171427316,5bf064bd-af87-49ed-822b-d7fa0b5f448f,2023-07-06,2023-07-06,,Brasilia,6327665,leo28390,Leo Almeida,2023-07-06 18:43:08 UTC,2024-04-28 02:39:18 UTC,research,,https://www.inaturalist.org/observations/171427316,https://static.inaturalist.org/photos/297466548/medium.jpeg,,,,2,0,FALSE,2,"Minas Gerais, BR",-209.875.872.626,-42.063.310.048,2026,,,,30434,,obscured,TRUE,gps,gps,,Tombos,Minas Gerais,Brazil,Minas Gerais,Tombos,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
174327413,815c2e37-7f80-4846-81ed-ff6bae3ddf95,2023/06/29 10:35,2023-06-29,2023-06-29 13:35:00 UTC,Brasilia,3934328,silviafaustinolinhares,Silvia Linhares,2023-07-22 18:59:10 UTC,2023-07-22 23:35:19 UTC,research,,https://www.inaturalist.org/observations/174327413,https://static.inaturalist.org/photos/302838607/medium.jpg,,,,1,0,FALSE,,"São Paulo, BR",-235.290.522.827,-459.236.499.248,,,,,30175,,obscured,TRUE,,,,Salesópolis,São Paulo,Brazil,São Paulo,Salesópolis,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
174887573,3471794d-a28a-43fb-a210-942d8d4ec852,2023/07/11 11:42,2023-07-11,2023-07-11 14:42:00 UTC,Brasilia,6432947,gusgub,,2023-07-25 16:31:59 UTC,2024-08-23 16:08:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/174887573,https://inaturalist-open-data.s3.amazonaws.com/photos/303874579/medium.jpeg,,,,1,0,FALSE,,"Minas Gerais, BR",-220.252.562.251,-451.269.153.866,8,,,,30318,,obscured,TRUE,,,,São Lourenço,Minas Gerais,Brazil,Minas Gerais,São Lourenço,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
175030024,b81badae-e7d5-451a-97d6-b72e1003da3f,2023/07/13 10:14,2023-07-13,2023-07-13 13:14:00 UTC,Brasilia,6432947,gusgub,,2023-07-26 13:17:42 UTC,2023-07-28 13:45:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/175030024,https://inaturalist-open-data.s3.amazonaws.com/photos/304143194/medium.jpeg,,,,2,0,FALSE,,"Minas Gerais, BR",-220.843.498.576,-451.884.149.292,4,,,,30318,,obscured,TRUE,,,,São Lourenço,Minas Gerais,Brazil,Minas Gerais,São Lourenço,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
175030025,6a03136f-3bf0-4a9e-a2db-327e01afcd17,2023/07/13 10:18,2023-07-13,2023-07-13 13:18:00 UTC,Brasilia,6432947,gusgub,,2023-07-26 13:17:42 UTC,2023-07-28 13:45:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/175030025,https://inaturalist-open-data.s3.amazonaws.com/photos/304143934/medium.jpeg,,,,2,0,FALSE,,"Minas Gerais, BR",-221.786.119.045,-451.164.324.136,7,,,,30318,,obscured,TRUE,,,,São Lourenço,Minas Gerais,Brazil,Minas Gerais,São Lourenço,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
177351296,07d9be08-122f-4286-9084-1321d8333a0d,2015/02/12 11:39,2015-02-12,2015-02-12 13:39:00 UTC,Brasilia,7233643,miguelnema,Miguel Nema,2023-08-08 15:07:15 UTC,2023-08-14 20:04:32 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/177351296,https://inaturalist-open-data.s3.amazonaws.com/photos/308440391/medium.jpg,,,,1,0,FALSE,,"Minas Gerais, BR",-221.681.631.873,-450.697.717.862,200,,,,30318,,obscured,TRUE,,,,São Lourenço,Minas Gerais,Brazil,Minas Gerais,São Lourenço,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
177593766,4b32fb26-b903-4342-a6f7-ea54298b287c,2023/07/24 12:30,2023-07-24,2023-07-24 15:30:00 UTC,Brasilia,3328733,danmhaddad,Dan M Haddad,2023-08-10 00:18:52 UTC,2024-04-28 01:55:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/177593766,https://inaturalist-open-data.s3.amazonaws.com/photos/308898562/medium.jpeg,,,,5,0,FALSE,,Brazil,-230.044.350.038,-446.608.285.903,203,,,,30217,,obscured,TRUE,,,,Parati,Rio de Janeiro,Brazil,Rio de Janeiro,Parati,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
178204510,7e1ee015-90cc-49ed-9d53-ac1b1a8812ea,2023-03-15 09:25:00,2023-03-15,2023-03-15 12:25:00 UTC,Brasilia,7249228,regalado23,Mauro Regalado Soares,2023-08-13 16:32:33 UTC,2023-08-16 15:55:36 UTC,research,,https://www.inaturalist.org/observations/178204510,https://static.inaturalist.org/photos/310048589/medium.jpeg,,,,2,0,FALSE,2,"São Paulo, BR",-235.879.420.376,-460.722.441.232,27,,,,30175,,obscured,TRUE,gps,gps,,Mogi das Cruzes,São Paulo,Brazil,São Paulo,Mogi das Cruzes,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
179749553,6f424e03-b6af-4c65-a223-f7f0405e5846,2022-05-23 13:45:12,2022-05-23,2022-05-23 16:45:12 UTC,Brasilia,6382879,sidney130,sidney monteiro,2023-08-22 22:47:21 UTC,2023-08-24 01:29:23 UTC,research,,https://www.inaturalist.org/observations/179749553,https://static.inaturalist.org/photos/312988985/medium.jpeg,,,,3,0,FALSE,2,"São Paulo, BR",-230.905.750.647,-449.368.066.504,211,,,,30217,,obscured,TRUE,,,,Cunha,São Paulo,Brazil,São Paulo,Cunha,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
179749606,c53f3e70-dfea-4e6d-9437-0c46d52688ac,2023-08-22 19:29:36,2023-08-22,2023-08-22 22:29:36 UTC,Brasilia,6382879,sidney130,sidney monteiro,2023-08-22 22:47:52 UTC,2023-08-24 01:29:17 UTC,research,,https://www.inaturalist.org/observations/179749606,https://static.inaturalist.org/photos/312988364/medium.jpeg,,,,3,0,FALSE,2,"São Paulo, BR",-230.313.229.042,-448.289.682.233,203,,,,30217,,obscured,TRUE,gps,gps,,Cunha,São Paulo,Brazil,São Paulo,Cunha,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
179837076,53e68282-ee3f-40a3-9ad8-3cd4a6b49143,2023/08/19 10:26,2023-08-19,2023-08-19 13:26:00 UTC,Brasilia,1602111,crisbolochio,Cristiane Bolochio,2023-08-23 15:24:39 UTC,2023-10-25 17:39:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/179837076,https://inaturalist-open-data.s3.amazonaws.com/photos/313159202/medium.jpeg,,,,3,0,FALSE,,"São Paulo, BR",-232.658.517.483,-466.105.237.421,31,,,,30196,,obscured,TRUE,,,,Mairiporã,São Paulo,Brazil,São Paulo,Mairiporã,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
181815734,966a012e-f0d1-44fa-b6bd-00ad55fd5c2e,2023/07/24 12:32,2023-07-24,2023-07-24 15:32:00 UTC,Brasilia,3328733,danmhaddad,Dan M Haddad,2023-09-04 22:08:56 UTC,2024-04-28 01:54:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/181815734,https://inaturalist-open-data.s3.amazonaws.com/photos/316886610/medium.jpeg,,,,2,0,FALSE,,Brazil,-230.809.093.256,-447.369.396.101,3323,,,,30217,,obscured,TRUE,,,,Parati,Rio de Janeiro,Brazil,Rio de Janeiro,Parati,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
182086744,0b4f1a71-5bc5-411b-a420-113ab2540bc4,2023-05-23 10:26:30,2023-05-23,2023-05-23 13:26:30 UTC,Brasilia,1469797,rosa_leticia_pinto,Rosa Leticia Pinto,2023-09-06 18:58:28 UTC,2023-09-10 02:26:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/182086744,https://inaturalist-open-data.s3.amazonaws.com/photos/317413303/medium.jpeg,,,,4,0,FALSE,2,"São Paulo, BR",-228.863.182.894,-448.297.820.311,283,,,,30237,,obscured,TRUE,gps,gps,,Cachoeira Paulista,São Paulo,Brazil,São Paulo,Cachoeira Paulista,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
182622457,38e96be8-0fad-4ed9-915d-2b5f4433fdc0,2023-09-10 09:30:00,2023-09-10,2023-09-10 12:30:00 UTC,Brasilia,3991558,gilmar_ferreira,Palhas,2023-09-10 12:31:33 UTC,2023-09-12 05:01:35 UTC,research,,https://www.inaturalist.org/observations/182622457,https://static.inaturalist.org/photos/318448682/medium.jpeg,,,,3,0,FALSE,2,"São Paulo, BR",-230.418.606.349,-448.752.101.304,2130,,,,30217,,obscured,TRUE,gps,gps,,Cunha,São Paulo,Brazil,São Paulo,Cunha,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
183122968,0e3f61a2-b6f5-448d-a855-0f26279d696d,2005-04-10 20:25:00,2005-04-10,2005-04-10 23:25:00 UTC,Brasilia,2487189,anderson62,Anderson Rabello Pereira,2023-09-13 19:45:40 UTC,2024-04-28 02:05:56 UTC,research,,https://www.inaturalist.org/observations/183122968,https://static.inaturalist.org/photos/319425173/medium.jpeg,,,,6,0,FALSE,2,"Rio de Janeiro, BR",-224.155.188.206,-433.984.626.205,66,,,,30278,,obscured,TRUE,gps,gps,,Petrópolis,Rio de Janeiro,Brazil,Rio de Janeiro,Petrópolis,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
185309885,382ab49d-77bd-4d9e-87ed-0778ada3f549,2023-09-27 22:07:00,2023-09-27,2023-09-28 01:07:00 UTC,Brasilia,5483275,irineu_cunha,Irineu Cunha,2023-09-28 17:50:57 UTC,2023-10-11 11:55:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/185309885,https://inaturalist-open-data.s3.amazonaws.com/photos/323617344/medium.jpeg,,,,4,0,FALSE,2,"São Paulo, BR",-234.274.610.176,-461.727.658.844,1993,,,,30175,,obscured,TRUE,gps,gps,,Mogi das Cruzes,São Paulo,Brazil,São Paulo,Mogi das Cruzes,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
185986901,57149190-44db-4f08-9e14-56e0cd7137bc,2019-05-07 11:24:31,2019-05-07,2019-05-07 14:24:31 UTC,Brasilia,6261538,rita_biologia,Rita Sousa,2023-10-03 01:43:41 UTC,2024-05-07 02:23:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/185986901,https://inaturalist-open-data.s3.amazonaws.com/photos/324927742/medium.jpeg,,,,3,0,FALSE,2,"São Paulo, BR",-22.922.367.768,-457.464.877.406,205,,,,30237,,obscured,TRUE,gps,gps,,Santo Antônio do Pinhal,São Paulo,Brazil,São Paulo,Santo Antônio do Pinhal,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
187025270,a8a989cb-a9a6-4537-82fb-61a3c63c5f98,2023-10-07,2023-10-07,,Brasilia,4009060,leoocs,Leonardo de Oliveira,2023-10-10 18:52:36 UTC,2023-10-27 02:36:00 UTC,research,,https://www.inaturalist.org/observations/187025270,https://static.inaturalist.org/photos/326976701/medium.jpeg,,,,2,0,FALSE,2,"Minas Gerais, BR",-220.268.358.633,-450.667.335.209,15,,,,30318,,obscured,TRUE,,,,São Lourenço,Minas Gerais,Brazil,Minas Gerais,São Lourenço,Buffy-tufted-ear Marmoset,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
187903069,e61ef0cf-f7ba-4b59-b6ec-b773149be0b4,2023-10-14 16:07:50,2023-10-14,2023-10-14 19:07:50 UTC,Brasilia,6468237,joao492,João Neto,2023-10-17 14:34:38 UTC,2023-10-27 11:37:49 UTC,research,,https://www.inaturalist.org/observations/187903069,https://static.inaturalist.org/photos/328712114/medium.jpeg,,,,5,0,FALSE,2,"São Paulo, BR",-234.154.220.595,-458.690.325.671,310,,,,30175,,obscured,TRUE,,,,Salesópolis,São Paulo,Brazil,São Paulo,Salesópolis,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
188656803,f290addf-736a-485a-9754-00a481532fdb,2023/10/19 16:13,2023-10-19,2023-10-19 19:13:00 UTC,Brasilia,1205623,gussoni,Carlos Otávio Gussoni,2023-10-23 13:22:53 UTC,2024-06-21 19:03:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/188656803,https://inaturalist-open-data.s3.amazonaws.com/photos/330261181/medium.jpeg,,,,3,0,FALSE,,"São Paulo, BR",-231.457.686.926,-452.390.018.611,84,,,,30217,,obscured,TRUE,,,,Taubaté,São Paulo,Brazil,São Paulo,Taubaté,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
189977208,c1c5541c-e76f-4b0c-9415-c94b88f9bc89,2018-06-21 11:00:00,2018-06-21,2018-06-21 14:00:00 UTC,Brasilia,7249228,regalado23,Mauro Regalado Soares,2023-11-04 18:11:51 UTC,2023-12-21 18:43:25 UTC,research,,https://www.inaturalist.org/observations/189977208,https://static.inaturalist.org/photos/332931003/medium.jpeg,,,,2,0,FALSE,2,"São Paulo, BR",-234.495.065.081,-462.824.953.413,605,,,,30175,,obscured,TRUE,gps,gps,,Mogi das Cruzes,São Paulo,Brazil,São Paulo,Mogi das Cruzes,Sagui-da-serra-escuro,Callithrix aurita,Sagui-da-serra-escuro,Mammalia,43375
